epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,712.146,1.16837,0.69557,1.17603,0.9114,0.78092,0.88267,0.64904,0.99813,0.62022,1.11739,0.0015941,0.0015941,0.0015941
43,720.94,1.18169,0.69092,1.16332,0.89066,0.79491,0.87661,0.59011,1.2273,0.66599,1.1865,0.0015842,0.0015842,0.0015842
44,741.911,1.15719,0.67277,1.14397,0.90664,0.78792,0.88214,0.61975,1.11922,0.6316,1.15759,0.0015743,0.0015743,0.0015743
45,758.144,1.16716,0.69125,1.15878,0.92011,0.78219,0.87961,0.63251,1.04516,0.6414,1.12553,0.0015644,0.0015644,0.0015644
46,772.737,1.18771,0.71698,1.17441,0.90891,0.77838,0.87778,0.61141,1.13669,0.62785,1.15572,0.0015545,0.0015545,0.0015545
47,814.872,1.19842,0.71596,1.18747,0.89877,0.79205,0.87647,0.61429,1.10709,0.67848,1.15418,0.0015446,0.0015446,0.0015446
48,823.62,1.16708,0.67996,1.14976,0.89312,0.7663,0.8588,0.5865,1.17841,0.75087,1.1868,0.0015347,0.0015347,0.0015347
49,833.535,1.23179,0.71749,1.18963,0.9053,0.7781,0.86966,0.62642,1.06079,0.63259,1.13545,0.0015248,0.0015248,0.0015248
50,859.603,1.17725,0.68173,1.14349,0.89398,0.78251,0.8633,0.53417,1.39427,0.72903,1.32669,0.0015149,0.0015149,0.0015149
51,879.776,1.18421,0.67059,1.14301,0.89918,0.78601,0.86684,0.56016,1.34436,0.68836,1.28303,0.001505,0.001505,0.001505
52,899.386,1.11378,0.6431,1.12942,0.90678,0.81034,0.88469,0.63591,1.08369,0.60054,1.13088,0.0014951,0.0014951,0.0014951
53,914.65,1.14029,0.66595,1.1438,0.91093,0.79491,0.88162,0.61945,1.10055,0.60843,1.1326,0.0014852,0.0014852,0.0014852
54,934.682,1.11829,0.64675,1.13708,0.90494,0.80827,0.88976,0.66481,0.95462,0.58572,1.08192,0.0014753,0.0014753,0.0014753
55,953.97,1.15987,0.67321,1.1541,0.89907,0.79968,0.88144,0.64185,1.00961,0.59476,1.09711,0.0014654,0.0014654,0.0014654
56,974.685,1.1699,0.69996,1.15782,0.90049,0.80564,0.88774,0.64419,1.03428,0.61298,1.10824,0.0014555,0.0014555,0.0014555
57,987.307,1.12331,0.65789,1.11712,0.91087,0.8035,0.88424,0.63016,1.07836,0.60155,1.12609,0.0014456,0.0014456,0.0014456
58,1003.51,1.11282,0.66801,1.13353,0.89488,0.80395,0.88281,0.64722,1.0043,0.63418,1.09897,0.0014357,0.0014357,0.0014357
59,1026.71,1.12082,0.65695,1.12898,0.89991,0.79428,0.88374,0.6626,0.93057,0.59115,1.08784,0.0014258,0.0014258,0.0014258
60,1041.71,1.11755,0.6405,1.11041,0.90344,0.79714,0.88373,0.64727,1.01229,0.62676,1.10303,0.0014159,0.0014159,0.0014159
61,1056.78,1.10419,0.65007,1.12846,0.88232,0.81291,0.88403,0.64735,0.98991,0.63132,1.10454,0.001406,0.001406,0.001406
62,1066.29,1.13499,0.64185,1.12549,0.90515,0.78289,0.86885,0.62855,1.01747,0.62221,1.11887,0.0013961,0.0013961,0.0013961
63,1076.3,1.16558,0.65139,1.13761,0.8911,0.80382,0.87788,0.65349,0.95013,0.5815,1.09499,0.0013862,0.0013862,0.0013862
64,1090.47,1.11517,0.64751,1.12861,0.89877,0.77806,0.8805,0.64763,0.9787,0.58973,1.09366,0.0013763,0.0013763,0.0013763
65,1107.82,1.06656,0.62013,1.10583,0.92039,0.81208,0.89343,0.6526,1.03896,0.57423,1.10144,0.0013664,0.0013664,0.0013664
66,1121.04,1.09312,0.62949,1.11586,0.9146,0.80763,0.89385,0.63224,1.10348,0.59671,1.1266,0.0013565,0.0013565,0.0013565
67,1150.65,1.09021,0.63646,1.12022,0.9025,0.80942,0.89002,0.6459,1.03773,0.60182,1.114,0.0013466,0.0013466,0.0013466
68,1176.87,1.11492,0.64258,1.13471,0.90681,0.81494,0.8905,0.65016,1.01873,0.56739,1.0955,0.0013367,0.0013367,0.0013367
69,1192.6,1.08087,0.6376,1.11813,0.91124,0.82261,0.89516,0.67244,0.94405,0.56799,1.08172,0.0013268,0.0013268,0.0013268
70,1203.57,1.05933,0.62947,1.1115,0.9022,0.82544,0.89852,0.683,0.89086,0.56819,1.06164,0.0013169,0.0013169,0.0013169
71,1212.61,1.05892,0.60614,1.09582,0.90111,0.80286,0.89258,0.66098,0.98164,0.57989,1.08165,0.001307,0.001307,0.001307
72,1234.89,1.05608,0.60959,1.09621,0.90895,0.81781,0.89624,0.67157,0.94431,0.56974,1.07266,0.0012971,0.0012971,0.0012971
73,1249.57,1.07931,0.61924,1.10469,0.91083,0.81494,0.88891,0.67254,0.9253,0.55565,1.07987,0.0012872,0.0012872,0.0012872
74,1263.26,1.07429,0.6129,1.10735,0.90901,0.80687,0.8868,0.62235,1.14281,0.62928,1.13731,0.0012773,0.0012773,0.0012773
75,1291.09,1.12267,0.62647,1.11359,0.89115,0.8213,0.89146,0.64366,1.03915,0.62396,1.0983,0.0012674,0.0012674,0.0012674
76,1312.45,1.1034,0.64568,1.12002,0.91641,0.81566,0.89776,0.67161,0.94232,0.5686,1.06969,0.0012575,0.0012575,0.0012575
77,1341.13,1.07678,0.61426,1.10468,0.92545,0.81431,0.89832,0.65688,1.00431,0.55608,1.07564,0.0012476,0.0012476,0.0012476
78,1366.55,1.06641,0.61064,1.1061,0.90965,0.83871,0.9042,0.67756,0.95174,0.54565,1.05877,0.0012377,0.0012377,0.0012377
79,1379.16,1.07252,0.60839,1.09572,0.92965,0.80413,0.88895,0.63644,1.08912,0.5666,1.10602,0.0012278,0.0012278,0.0012278
80,1393.87,1.04562,0.59401,1.07856,0.92481,0.82132,0.89579,0.63635,1.11053,0.58056,1.12081,0.0012179,0.0012179,0.0012179
81,1409.78,1.03324,0.6019,1.09937,0.92744,0.8128,0.88935,0.60542,1.23609,0.58858,1.15914,0.001208,0.001208,0.001208
82,1420.76,1.0357,0.58932,1.09328,0.9226,0.81749,0.8968,0.66411,1.01897,0.55346,1.0834,0.0011981,0.0011981,0.0011981
83,1437.29,1.08131,0.61438,1.11219,0.91601,0.81431,0.89001,0.63752,1.10946,0.57276,1.11593,0.0011882,0.0011882,0.0011882
84,1446.75,1.04554,0.61151,1.10219,0.91214,0.82196,0.89813,0.66799,0.98697,0.57224,1.07757,0.0011783,0.0011783,0.0011783
85,1455.11,1.02684,0.60013,1.0964,0.92419,0.81876,0.90095,0.66523,1.03142,0.56065,1.08963,0.0011684,0.0011684,0.0011684
86,1469.71,1.04938,0.60367,1.09049,0.89911,0.83593,0.90181,0.65314,1.05737,0.57076,1.10001,0.0011585,0.0011585,0.0011585
87,1481.55,1.03543,0.61625,1.12245,0.91884,0.82576,0.89908,0.65517,1.02856,0.5695,1.09538,0.0011486,0.0011486,0.0011486
88,1499.34,1.05497,0.59497,1.09294,0.91479,0.83116,0.90179,0.63989,1.10629,0.58536,1.11304,0.0011387,0.0011387,0.0011387
89,1513.5,1.03023,0.59481,1.08403,0.93232,0.82067,0.90429,0.68315,0.93118,0.52903,1.0618,0.0011288,0.0011288,0.0011288
90,1531.74,1.05733,0.606,1.09998,0.91884,0.81717,0.89582,0.6939,0.85469,0.53421,1.04369,0.0011189,0.0011189,0.0011189
91,1546.93,1.05589,0.57691,1.077,0.9268,0.82067,0.9074,0.69896,0.84901,0.51383,1.04137,0.001109,0.001109,0.001109
92,1559.67,1.0559,0.59868,1.09753,0.92827,0.8159,0.89982,0.66782,0.98647,0.54135,1.08254,0.0010991,0.0010991,0.0010991
93,1568.34,1.03391,0.59521,1.08793,0.92423,0.8372,0.90637,0.66607,1.00036,0.5488,1.07906,0.0010892,0.0010892,0.0010892
94,1578.77,1.02728,0.57529,1.07193,0.92527,0.83457,0.90704,0.68131,0.9434,0.52298,1.06075,0.0010793,0.0010793,0.0010793
95,1590.97,1.02444,0.59022,1.0975,0.92854,0.83339,0.90728,0.65402,1.05035,0.55496,1.08088,0.0010694,0.0010694,0.0010694
96,1613.37,1.02435,0.58738,1.08582,0.91944,0.8283,0.9013,0.68786,0.88713,0.53174,1.03872,0.0010595,0.0010595,0.0010595
97,1626.96,1.00552,0.58371,1.07908,0.91466,0.82471,0.89983,0.69217,0.88134,0.53727,1.04554,0.0010496,0.0010496,0.0010496
98,1654.99,0.99618,0.5646,1.06568,0.92665,0.83561,0.9076,0.70369,0.84276,0.51293,1.03131,0.0010397,0.0010397,0.0010397
99,1677.82,1.01067,0.57825,1.0704,0.92929,0.82745,0.90516,0.6936,0.88132,0.52098,1.05378,0.0010298,0.0010298,0.0010298
100,1686.55,1.01828,0.57563,1.07757,0.92809,0.82576,0.9068,0.7012,0.87643,0.51472,1.03955,0.0010199,0.0010199,0.0010199
101,1695,0.9871,0.56317,1.06686,0.92768,0.81463,0.90211,0.68194,0.93073,0.52811,1.0648,0.00101,0.00101,0.00101
102,1718.68,1.02198,0.58258,1.08372,0.93218,0.83021,0.91035,0.68879,0.95486,0.5224,1.0638,0.0010001,0.0010001,0.0010001
103,1727.3,1.00077,0.5687,1.07012,0.92351,0.84074,0.90977,0.67932,0.98928,0.51821,1.07096,0.0009902,0.0009902,0.0009902
104,1740.75,1.00323,0.58123,1.08434,0.93049,0.83434,0.90889,0.6955,0.90382,0.52828,1.04432,0.0009803,0.0009803,0.0009803
105,1750.08,0.9988,0.56742,1.06133,0.92204,0.83107,0.90635,0.65556,1.05701,0.53976,1.08559,0.0009704,0.0009704,0.0009704
106,1774.98,0.99871,0.5652,1.06033,0.91971,0.84515,0.91232,0.66746,1.00855,0.52892,1.06634,0.0009605,0.0009605,0.0009605
107,1795.36,1.02658,0.5764,1.08313,0.91539,0.83932,0.90928,0.68752,0.93171,0.51568,1.05308,0.0009506,0.0009506,0.0009506
108,1810.96,1.01548,0.58239,1.08247,0.92679,0.84674,0.91015,0.68152,0.94282,0.52085,1.05474,0.0009407,0.0009407,0.0009407
109,1820.12,1.00847,0.56513,1.065,0.93038,0.83688,0.91235,0.69508,0.90036,0.51353,1.04659,0.0009308,0.0009308,0.0009308
110,1837.95,1.01795,0.57282,1.06906,0.93571,0.8422,0.91022,0.67659,0.97496,0.52035,1.05881,0.0009209,0.0009209,0.0009209
111,1846.55,0.97641,0.55862,1.06285,0.93402,0.84176,0.91028,0.69557,0.92563,0.49626,1.0401,0.000911,0.000911,0.000911
112,1858.84,1.03496,0.57736,1.08546,0.93171,0.82863,0.9079,0.71275,0.83735,0.49834,1.02434,0.0009011,0.0009011,0.0009011
113,1876.43,0.96344,0.54532,1.05114,0.92995,0.82035,0.90467,0.71058,0.81487,0.51443,1.02249,0.0008912,0.0008912,0.0008912
114,1894.1,0.97253,0.54595,1.04204,0.92049,0.83188,0.9077,0.70748,0.81507,0.51001,1.01783,0.0008813,0.0008813,0.0008813
115,1913.65,1.00082,0.5633,1.07198,0.91988,0.83847,0.91116,0.69752,0.88065,0.50583,1.03054,0.0008714,0.0008714,0.0008714
116,1922.33,0.96525,0.5526,1.05371,0.92339,0.84928,0.91222,0.70955,0.84373,0.49148,1.02366,0.0008615,0.0008615,0.0008615
117,1930.9,0.96473,0.54839,1.06076,0.93572,0.83116,0.91179,0.68476,0.96943,0.51093,1.06247,0.0008516,0.0008516,0.0008516
118,1945.79,0.93695,0.5307,1.03711,0.93649,0.8407,0.91518,0.6998,0.91994,0.49396,1.04368,0.0008417,0.0008417,0.0008417
119,1959.76,0.9856,0.54975,1.05908,0.92951,0.84197,0.90854,0.68786,0.9379,0.52034,1.0625,0.0008318,0.0008318,0.0008318
120,1972.18,1.0085,0.56358,1.08031,0.9325,0.84992,0.91402,0.70601,0.89767,0.49856,1.04056,0.0008219,0.0008219,0.0008219
121,1985.93,0.93881,0.52666,1.02768,0.93986,0.83483,0.9126,0.69628,0.90845,0.49946,1.04179,0.000812,0.000812,0.000812
122,1997.07,0.93474,0.52469,1.02961,0.93433,0.84594,0.91235,0.69305,0.91472,0.49619,1.04035,0.0008021,0.0008021,0.0008021
123,2005.69,0.96938,0.541,1.05384,0.93392,0.84927,0.91589,0.69609,0.91428,0.50024,1.039,0.0007922,0.0007922,0.0007922
124,2016.61,0.96117,0.54575,1.04508,0.93138,0.84161,0.91389,0.69502,0.91228,0.4938,1.04093,0.0007823,0.0007823,0.0007823
125,2039.72,0.93155,0.52433,1.03341,0.92727,0.8496,0.91362,0.71483,0.83181,0.4842,1.02645,0.0007724,0.0007724,0.0007724
126,2072.66,0.97834,0.5446,1.04641,0.93215,0.84744,0.91658,0.72554,0.80662,0.47849,1.01354,0.0007625,0.0007625,0.0007625
127,2083.96,0.91237,0.52517,1.03262,0.92067,0.84509,0.91483,0.72221,0.79672,0.48316,1.01688,0.0007526,0.0007526,0.0007526
128,2093.6,0.93152,0.53163,1.04341,0.93717,0.83466,0.91494,0.71224,0.87288,0.49489,1.03059,0.0007427,0.0007427,0.0007427
129,2103.93,0.91815,0.51361,1.02756,0.93429,0.85119,0.92306,0.7061,0.91965,0.48699,1.04068,0.0007328,0.0007328,0.0007328
130,2114.39,0.93842,0.53315,1.05316,0.94051,0.84447,0.91752,0.70532,0.90448,0.48355,1.03247,0.0007229,0.0007229,0.0007229
131,2126.49,0.95394,0.53842,1.04376,0.93827,0.83975,0.91725,0.70981,0.8824,0.4847,1.02475,0.000713,0.000713,0.000713
132,2136.98,0.9137,0.51993,1.03161,0.93823,0.84511,0.91806,0.71925,0.84091,0.47569,1.01754,0.0007031,0.0007031,0.0007031
133,2149.29,0.9233,0.52804,1.03901,0.93662,0.84113,0.91297,0.69968,0.90717,0.49691,1.04028,0.0006932,0.0006932,0.0006932
134,2161.44,0.92129,0.5188,1.0233,0.9356,0.84996,0.91778,0.702,0.89375,0.48665,1.03549,0.0006833,0.0006833,0.0006833
135,2172.09,0.93411,0.52963,1.03969,0.9377,0.84833,0.91926,0.70632,0.88525,0.47807,1.03172,0.0006734,0.0006734,0.0006734
136,2185.8,0.91901,0.52246,1.03821,0.94041,0.84865,0.91424,0.69667,0.92036,0.48955,1.04359,0.0006635,0.0006635,0.0006635
137,2199.57,0.93109,0.53249,1.04546,0.93593,0.84674,0.91107,0.69911,0.89815,0.49029,1.03655,0.0006536,0.0006536,0.0006536
138,2227.9,0.9157,0.52506,1.0354,0.93035,0.84942,0.91177,0.69782,0.89606,0.48765,1.03419,0.0006437,0.0006437,0.0006437
139,2241.01,0.9318,0.52623,1.03812,0.92751,0.85849,0.91819,0.71959,0.82547,0.46853,1.01568,0.0006338,0.0006338,0.0006338
140,2262.55,0.90723,0.51829,1.03415,0.94345,0.84872,0.92187,0.71374,0.85715,0.46956,1.01748,0.0006239,0.0006239,0.0006239
141,2275.57,0.91845,0.51695,1.04358,0.94022,0.85016,0.92434,0.71564,0.85726,0.47256,1.01473,0.000614,0.000614,0.000614
142,2401.62,0.96373,0.53823,1.05316,0.93704,0.85692,0.92241,0.70959,0.88631,0.47976,1.02932,0.0006041,0.0006041,0.0006041
143,2417.4,0.94367,0.5329,1.03917,0.93592,0.86169,0.92133,0.72375,0.83248,0.47141,1.01603,0.0005942,0.0005942,0.0005942
144,2429.98,0.93423,0.52316,1.03651,0.93014,0.8552,0.92104,0.70819,0.88384,0.48282,1.02918,0.0005843,0.0005843,0.0005843
145,2456.24,0.92426,0.51651,1.02423,0.93657,0.86041,0.92232,0.70718,0.89577,0.48385,1.03121,0.0005744,0.0005744,0.0005744
146,2472.05,0.91577,0.5116,1.0256,0.93069,0.84964,0.91912,0.73104,0.79261,0.46027,1.00813,0.0005645,0.0005645,0.0005645
147,2486.89,0.92041,0.51295,1.03675,0.93967,0.85723,0.9208,0.71384,0.85949,0.47091,1.02084,0.0005546,0.0005546,0.0005546
148,2497.03,0.88078,0.50634,1.02827,0.93675,0.85708,0.91808,0.70664,0.89459,0.47653,1.02326,0.0005447,0.0005447,0.0005447
149,2508.51,0.93356,0.52152,1.03538,0.93107,0.85596,0.91955,0.69204,0.97009,0.48427,1.04314,0.0005348,0.0005348,0.0005348
150,2519.22,0.88269,0.50654,1.0203,0.9205,0.86891,0.92175,0.728,0.81191,0.46717,1.00742,0.0005249,0.0005249,0.0005249
151,2540.22,0.89639,0.51347,1.03016,0.93577,0.86328,0.92424,0.71658,0.87543,0.46431,1.01808,0.000515,0.000515,0.000515
152,2644.81,0.90218,0.51195,1.0273,0.9514,0.85272,0.9223,0.70239,0.92468,0.47911,1.03302,0.0005051,0.0005051,0.0005051
153,2680.27,0.91627,0.51757,1.03112,0.93781,0.85533,0.9211,0.69728,0.94437,0.48445,1.04255,0.0004952,0.0004952,0.0004952
154,2726.55,0.89403,0.5043,1.01823,0.93486,0.85278,0.91919,0.71364,0.86285,0.46698,1.01735,0.0004853,0.0004853,0.0004853
155,2739.5,0.90312,0.51494,1.03052,0.94463,0.85024,0.92155,0.71718,0.85108,0.46518,1.01044,0.0004754,0.0004754,0.0004754
156,2756.64,0.88952,0.49548,1.00914,0.9481,0.85056,0.92138,0.72935,0.80208,0.45747,0.99909,0.0004655,0.0004655,0.0004655
157,2772.56,0.91465,0.51096,1.02276,0.93158,0.85717,0.92376,0.73937,0.76743,0.44755,0.99417,0.0004556,0.0004556,0.0004556
158,2896.73,0.88095,0.49775,1.00749,0.93614,0.85501,0.9226,0.7251,0.81971,0.45798,1.00561,0.0004457,0.0004457,0.0004457
159,2984.95,0.88374,0.48796,1.01074,0.94838,0.85287,0.92701,0.72463,0.83618,0.46037,1.0073,0.0004358,0.0004358,0.0004358
160,3003.65,0.86331,0.48858,1.00718,0.94393,0.85374,0.92644,0.74099,0.78472,0.44233,0.99369,0.0004259,0.0004259,0.0004259
161,3013.49,0.8831,0.4997,1.02174,0.93987,0.85988,0.92729,0.7357,0.81429,0.44855,1.00302,0.000416,0.000416,0.000416
162,3145.24,0.88326,0.50615,1.02422,0.9454,0.85339,0.92487,0.73342,0.81274,0.45092,1.00203,0.0004061,0.0004061,0.0004061
163,3196.18,0.89375,0.4999,1.01838,0.94628,0.85437,0.92813,0.74094,0.79341,0.44971,0.99449,0.0003962,0.0003962,0.0003962
164,3220.89,0.8779,0.48771,1.00107,0.93795,0.86033,0.92656,0.71155,0.90879,0.46854,1.02311,0.0003863,0.0003863,0.0003863
165,3243.12,0.87082,0.4906,1.01362,0.93405,0.8556,0.92481,0.71479,0.8723,0.46418,1.01481,0.0003764,0.0003764,0.0003764
166,3252.18,0.88078,0.50462,1.02314,0.93438,0.85571,0.92584,0.73517,0.78366,0.45249,0.99655,0.0003665,0.0003665,0.0003665
167,3264.77,0.86931,0.4886,1.01154,0.93807,0.85819,0.92454,0.73747,0.77555,0.45246,0.99725,0.0003566,0.0003566,0.0003566
168,3361.56,0.84384,0.47347,0.9966,0.94714,0.85453,0.92405,0.71044,0.90053,0.46762,1.02142,0.0003467,0.0003467,0.0003467
169,3374.85,0.8716,0.48136,0.9984,0.94592,0.85246,0.91925,0.7156,0.86061,0.46588,1.0151,0.0003368,0.0003368,0.0003368
170,3451.72,0.87308,0.48869,1.0127,0.94219,0.84996,0.92147,0.73046,0.81175,0.45005,1.00384,0.0003269,0.0003269,0.0003269
171,3474.29,0.8853,0.49707,1.01356,0.93835,0.85662,0.92185,0.73455,0.79902,0.4471,1.00386,0.000317,0.000317,0.000317
172,3491.58,0.84946,0.48081,0.99811,0.93759,0.85988,0.92327,0.73266,0.80973,0.44415,1.0081,0.0003071,0.0003071,0.0003071
173,3511.8,0.87696,0.49201,1.01342,0.93833,0.85628,0.92438,0.7358,0.79752,0.44814,1.00338,0.0002972,0.0002972,0.0002972
174,3529.94,0.84126,0.47909,0.99846,0.94775,0.85353,0.92547,0.73094,0.83116,0.44606,1.00875,0.0002873,0.0002873,0.0002873
175,3543.57,0.86043,0.4842,1.01679,0.9479,0.85625,0.92693,0.73822,0.79596,0.44202,0.99698,0.0002774,0.0002774,0.0002774
176,3557.79,0.8611,0.47759,1.00469,0.93963,0.85374,0.9253,0.73373,0.81234,0.45212,0.99961,0.0002675,0.0002675,0.0002675
177,3573.27,0.80305,0.46089,0.99323,0.94055,0.85512,0.92353,0.7326,0.82223,0.44871,1.00259,0.0002576,0.0002576,0.0002576
178,3623.68,0.82555,0.46834,0.99855,0.94117,0.86232,0.92726,0.73171,0.83517,0.44987,1.00578,0.0002477,0.0002477,0.0002477
179,3650.77,0.8604,0.48194,1.00652,0.94411,0.85943,0.92836,0.74012,0.78923,0.4425,0.9965,0.0002378,0.0002378,0.0002378
180,3666.44,0.88455,0.50209,1.02325,0.94402,0.85533,0.92591,0.73542,0.80179,0.44801,1.00023,0.0002279,0.0002279,0.0002279
181,3698.04,0.85885,0.47988,1.00307,0.93711,0.86227,0.92637,0.73527,0.7981,0.4479,1.00221,0.000218,0.000218,0.000218
182,3708.33,0.84635,0.47709,1.00703,0.94202,0.85819,0.92736,0.73535,0.80412,0.44663,1.00086,0.0002081,0.0002081,0.0002081
183,3754.86,0.86453,0.48681,1.00772,0.94144,0.85871,0.92759,0.7468,0.76651,0.43643,0.99218,0.0001982,0.0001982,0.0001982
184,3782.52,0.84697,0.47343,0.99111,0.94036,0.86391,0.92787,0.74226,0.79077,0.4376,0.99695,0.0001883,0.0001883,0.0001883
185,3808.61,0.87477,0.48606,1.00892,0.93947,0.86363,0.92847,0.74686,0.77678,0.43372,0.9948,0.0001784,0.0001784,0.0001784
