epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,8459.53,0.85831,0.4805,1.00631,0.94337,0.84478,0.90949,0.72715,0.76492,0.41048,0.9821,0.0002477,0.0002477,0.0002477
179,8489.43,0.86386,0.47772,1.00421,0.94414,0.84131,0.91069,0.73201,0.74214,0.40657,0.9785,0.0002378,0.0002378,0.0002378
180,8624.98,0.87484,0.49366,1.02537,0.94603,0.83928,0.91241,0.7398,0.72095,0.40207,0.9729,0.0002279,0.0002279,0.0002279
181,8731.8,0.87235,0.48668,1.00381,0.94558,0.83609,0.91216,0.73788,0.71868,0.40446,0.97359,0.000218,0.000218,0.000218
182,8752.92,0.85386,0.48045,1.00978,0.94581,0.83831,0.91188,0.73948,0.70273,0.40027,0.97256,0.0002081,0.0002081,0.0002081
183,8787.81,0.8348,0.46509,0.99769,0.94779,0.83622,0.90963,0.73787,0.71194,0.40085,0.97367,0.0001982,0.0001982,0.0001982
184,8888.63,0.86773,0.47551,1.00398,0.95043,0.83831,0.90987,0.73544,0.72782,0.39951,0.97826,0.0001883,0.0001883,0.0001883
185,8926.3,0.84727,0.47798,1.01353,0.94803,0.83981,0.91106,0.73818,0.72598,0.39861,0.9769,0.0001784,0.0001784,0.0001784
186,8961.12,0.8275,0.46711,1.00224,0.9524,0.83774,0.91173,0.7368,0.73553,0.39909,0.97732,0.0001685,0.0001685,0.0001685
187,8997.01,0.8522,0.47438,1.00286,0.95142,0.84432,0.91312,0.73899,0.72029,0.40119,0.97506,0.0001586,0.0001586,0.0001586
188,9029.12,0.84865,0.46894,0.99979,0.9542,0.83865,0.91232,0.74095,0.71152,0.39815,0.97317,0.0001487,0.0001487,0.0001487
189,9062.8,0.84306,0.46455,0.99855,0.95132,0.83692,0.91277,0.73785,0.72207,0.39888,0.97352,0.0001388,0.0001388,0.0001388
190,9108.22,0.8388,0.46662,1.00074,0.94693,0.83923,0.91056,0.7424,0.70023,0.39548,0.97177,0.0001289,0.0001289,0.0001289
191,9177.4,0.71982,0.42169,0.95482,0.94617,0.84062,0.90814,0.73282,0.73453,0.40069,0.98081,0.000119,0.000119,0.000119
192,9196.81,0.70212,0.39563,0.93885,0.95004,0.83584,0.90649,0.72483,0.76073,0.40635,0.98722,0.0001091,0.0001091,0.0001091
193,9215.57,0.69682,0.38897,0.94572,0.94654,0.84224,0.90957,0.7336,0.73831,0.40248,0.98326,9.92e-05,9.92e-05,9.92e-05
194,9237.01,0.70046,0.38993,0.94415,0.94941,0.83777,0.91085,0.73932,0.72415,0.39875,0.98022,8.93e-05,8.93e-05,8.93e-05
195,9257.02,0.69291,0.38226,0.93724,0.94567,0.8427,0.91168,0.74125,0.71921,0.39527,0.97957,7.94e-05,7.94e-05,7.94e-05
196,9271.7,0.67927,0.37787,0.93484,0.94517,0.83993,0.91301,0.73982,0.72534,0.39587,0.97944,6.95e-05,6.95e-05,6.95e-05
197,9287.76,0.6805,0.37946,0.93319,0.94663,0.84178,0.91212,0.7416,0.71784,0.39431,0.97635,5.96e-05,5.96e-05,5.96e-05
198,9303.95,0.68199,0.37722,0.93589,0.942,0.84532,0.91178,0.74468,0.71014,0.39293,0.97349,4.97e-05,4.97e-05,4.97e-05
199,9316.86,0.6834,0.37881,0.9243,0.94673,0.84272,0.91261,0.74275,0.71924,0.39434,0.97524,3.98e-05,3.98e-05,3.98e-05
200,9331.25,0.68852,0.38062,0.93294,0.9468,0.84391,0.91226,0.74055,0.7242,0.39444,0.97554,2.99e-05,2.99e-05,2.99e-05
